Date,SpotPrice,FuturesPrice,TheoreticalPrice,PriceDifference
2023-07-05,4446.82,4716.0,4473.135427945204,242.86457205479564
2023-07-03,4455.59,4725.0,4482.689752876712,242.3102471232878
2023-06-30,4450.38,4720.0,4478.545418630137,241.45458136986326
2023-06-29,4396.44,4664.75,4424.625396164383,240.12460383561665
2023-06-28,4376.86,4638.0,4405.279611506849,232.7203884931514
2023-06-27,4378.41,4638.0,4407.19954520548,230.8004547945202
2023-06-26,4328.82,4583.5,4357.63926739726,225.86073260274043
2023-06-23,4348.33,4603.0,4378.351346849316,224.64865315068437
2023-06-22,4381.89,4639.0,4412.503204109589,226.4967958904108
2023-06-21,4365.69,4624.0,4396.548849863014,227.45115013698614
2023-06-20,4388.71,4650.0,4420.092282465754,229.90771753424633
2023-06-16,4409.59,4669.0,4409.59,259.40999999999985
2023-06-15,4425.84,4681.0,4426.203767671233,254.79623232876656
2023-06-14,4372.59,4627.0,4373.308781917808,253.69121808219188
2023-06-13,4369.01,4624.0,4370.087290136987,253.91270986301333
2023-06-12,4338.93,4584.0,4340.356497534247,243.64350246575304
2023-06-09,4298.86,4545.0,4301.333316712329,243.66668328767082
2023-06-08,4293.93,4533.0,4296.753406027397,236.24659397260257
2023-06-07,4267.52,4508.0,4270.676795616439,237.32320438356055
2023-06-06,4283.85,4521.0,4287.37097260274,233.62902739725996
2023-06-05,4273.79,4512.0,4277.653974520548,234.34602547945178
2023-06-02,4282.37,4519.5,4287.2976586301365,232.20234136986346
2023-06-01,4221.02,4444.0,4226.223997260275,217.7760027397253
2023-05-31,4179.83,4408.0,4185.326762739726,222.6732372602737
2023-05-30,4205.52,4441.0,4211.396206027398,229.60379397260203
2023-05-26,4205.45,4440.0,4212.708721917808,227.29127808219164
2023-05-25,4151.28,4376.0,4158.786424109589,217.21357589041145
2023-05-24,4115.24,4336.0,4123.019494794521,212.98050520547895
2023-05-23,4145.58,4368.0,4153.757582465753,214.24241753424667
2023-05-22,4192.63,4408.0,4201.244993150685,206.75500684931467
2023-05-19,4191.98,4406.0,4201.627296438355,204.3727035616448
2023-05-18,4198.05,4408.0,4208.056310958905,199.94368904109524
2023-05-17,4158.77,4357.0,4169.024501369863,187.97549863013683
2023-05-16,4109.9,4305.0,4120.3718,184.6282000000001
2023-05-15,4136.28,4330.0,4147.158983013698,182.84101698630184
2023-05-12,4124.08,4318.0,4135.943791780822,182.0562082191782
2023-05-11,4130.62,4322.0,4142.842108493151,179.1578915068494
2023-05-10,4137.64,4332.0,4150.222960000001,181.77703999999903
2023-05-09,4119.17,4315.0,4132.035352876712,182.96464712328816
2023-05-08,4138.12,4330.0,4151.384658630137,178.61534136986302
2023-05-05,4136.25,4324.0,4150.528561643835,173.47143835616498
2023-05-04,4061.22,4244.0,4075.5733528767123,168.4266471232877
2023-05-03,4090.75,4284.0,4105.543945205479,178.45605479452115
2023-05-02,4119.58,4317.0,4134.816802739726,182.18319726027403
2023-05-01,4167.87,4372.0,4183.627974246575,188.37202575342508
2023-04-28,4169.48,4372.0,4186.272152328766,185.72784767123358
2023-04-27,4135.35,4337.0,4152.344589041096,184.6554109589042
2023-04-26,4055.99,4252.0,4072.9918210958904,179.00817890410963
2023-04-25,4071.63,4269.0,4089.032035068493,179.96796493150714
2023-04-24,4137.04,4351.0,4155.06162630137,195.93837369863013
2023-04-21,4133.52,4348.0,4152.545516712329,195.45448328767088
2023-04-20,4129.79,4344.0,4149.1377832876715,194.86221671232852
2023-04-19,4154.52,4375.0,4174.325109041096,200.67489095890414
2023-04-18,4154.87,4375.0,4175.01827369863,199.98172630137014
2023-04-17,4151.32,4367.0,4171.792263013698,195.20773698630182
2023-04-14,4137.64,4352.0,4159.06504,192.9349599999996
2023-04-13,4146.22,4358.0,4168.030253150685,189.96974684931502
2023-04-12,4091.95,4303.0,4113.811102739726,189.18889726027373
2023-04-11,4108.94,4321.0,4131.229592328767,189.77040767123344
2023-04-10,4109.11,4321.0,4131.738249589041,189.2617504109594
2023-04-06,4105.02,4310.0,4128.975322191782,181.02467780821826
2023-04-05,4090.38,4295.0,4114.586084383562,180.41391561643832
2023-04-04,4100.6,4307.0,4125.203600000001,181.79639999999927
2023-04-03,4124.51,4338.0,4149.5960608219175,188.4039391780825
2023-03-31,4109.31,4322.0,4135.316866027398,186.68313397260226
2023-03-30,4050.83,4263.5,4076.7997046575347,186.70029534246532
2023-03-29,4027.81,4239.0,4053.963177260274,185.03682273972618
2023-03-28,3971.27,4175.0,3997.382460273973,177.6175397260272
2023-03-27,3977.53,4178.0,4004.010542191781,173.98945780821896
2023-03-24,3970.99,4158.0,3998.4061501369865,159.59384986301347
2023-03-23,3948.72,4135.0,3976.306947945205,158.69305205479486
2023-03-22,3936.97,4149.0,3964.7984454794523,184.2015545205477
2023-03-21,4002.87,4214.0,4031.4932621917806,182.50673780821944
2023-03-20,3951.57,4154.0,3980.1512186301375,173.84878136986254
2023-03-17,3916.64,4124.0,3916.64,207.36000000000013
2023-03-16,3960.28,4174.0,3960.605502465754,213.39449753424606
2023-03-15,3891.93,4094.0,3892.5697693150682,201.43023068493176
2023-03-14,3919.29,4124.0,3920.2564002739728,203.74359972602724
2023-03-13,3855.76,4054.0,3857.027647123288,196.9723528767122
2023-03-10,3861.59,4099.0,3863.811736712329,235.1882632876709
2023-03-09,3918.32,4189.0,3920.8964295890414,268.1035704109586
2023-03-08,3992.01,4279.0,3994.9629936986307,284.0370063013693
2023-03-07,3986.37,4271.0,3989.6464684931507,281.3535315068493
2023-03-06,4048.42,4324.0,4052.080215342466,271.9197846575339
2023-03-03,4045.64,4321.0,4050.295256986301,270.70474301369904
2023-03-02,3981.35,4253.0,3986.2585136986304,266.7414863013696
2023-03-01,3951.39,4225.0,3956.5863484931506,268.4136515068494
2023-02-28,3970.15,4244.0,3975.6973328767126,268.3026671232874
2023-02-27,3982.24,4257.0,3988.1315331506844,268.8684668493156
2023-02-24,3970.04,4242.0,3976.8923978082194,265.10760219178064
2023-02-23,4012.32,4286.0,4019.575153972603,266.42484602739705
2023-02-22,3991.05,4266.0,3998.5947246575347,267.4052753424653
2023-02-21,3997.34,4273.0,4005.2251638356165,267.7748361643835
2023-02-17,4079.09,4356.0,4088.4774947945207,267.5225052054793
2023-02-16,4090.41,4369.0,4100.159744383562,268.8402556164383
2023-02-15,4147.6,4428.0,4157.82695890411,270.17304109588986
2023-02-14,4136.13,4415.0,4146.66863260274,268.3313673972598
2023-02-13,4137.29,4395.0,4148.1716394520545,246.82836054794552
2023-02-10,4090.46,4346.0,4102.227076712329,243.7729232876709
2023-02-09,4081.5,4332.0,4093.5767671232875,238.42323287671252
2023-02-08,4117.86,4371.0,4130.382807123287,240.61719287671258
2023-02-07,4164.0,4418.0,4177.005369863014,240.99463013698642
2023-02-06,4111.08,4365.0,4124.257982465753,240.74201753424677
2023-02-03,4136.48,4379.0,4150.7593556164375,228.24064438356254
2023-02-02,4179.76,4411.0,4194.532302465754,216.46769753424633
2023-02-01,4119.21,4350.0,4134.106869041096,215.8931309589043
2023-01-31,4076.6,4307.0,4091.6778356164386,215.32216438356136
2023-01-30,4017.77,4249.0,4032.960472876712,216.03952712328783
2023-01-27,4070.56,4301.0,4086.953762191781,214.04623780821885
2023-01-26,4060.43,4292.0,4077.1166986301364,214.8833013698636
2023-01-25,4016.22,4242.0,4033.0551139726026,208.9448860273974
2023-01-24,4016.95,4243.0,4034.1183342465747,208.8816657534253
2023-01-23,4019.81,4247.0,4037.320953150685,209.679046849315
2023-01-20,3972.61,4194.0,3990.8948898630133,203.1051101369867
2023-01-19,3898.85,4121.0,3917.1158452054797,203.88415479452033
2023-01-18,3928.86,4151.0,3947.58936,203.41064000000006
2023-01-17,3990.97,4216.0,4010.323470958904,205.67652904109582
2023-01-13,3999.09,4225.0,4019.797616712329,205.20238328767118
2023-01-12,3983.17,4210.0,4004.1225654794516,205.87743452054838
2023-01-11,3969.61,4202.0,3990.8175054794524,211.1824945205476
2023-01-10,3919.25,4157.0,3940.5105890410955,216.4894109589045
2023-01-09,3892.09,4129.0,3913.523153150685,215.47684684931482
2023-01-06,3895.08,4131.0,3917.490049315068,213.50995068493194
2023-01-05,3808.1,4044.0,3830.322610958904,213.67738904109592
2023-01-04,3852.97,4089.0,3875.771137534246,213.228862465754
2023-01-03,3824.14,4065.0,3847.08484,217.91516000000001
2022-12-30,3839.5,4081.0,3863.799301369863,217.20069863013714
2022-12-29,3849.28,4092.5,3873.9575758904116,218.5424241095884
2022-12-28,3783.22,4022.0,3807.7850175342464,214.21498246575356
2022-12-27,3829.25,4073.0,3854.4286301369866,218.5713698630134
2022-12-23,3844.82,4077.0,3871.3650586301374,205.63494136986264
2022-12-22,3822.39,4056.0,3849.0943684931503,206.90563150684966
2022-12-21,3878.44,4115.0,3905.8547265753427,209.14527342465726
2022-12-20,3821.62,4058.0,3848.947200547945,209.05279945205484
2022-12-19,3817.66,4054.0,3845.272664109589,208.7273358904108
2022-12-16,3852.36,4088.0,3852.36,235.63999999999987
2022-12-15,3895.75,4138.0,3896.0701986301374,241.92980136986262
2022-12-14,3995.32,4248.0,3995.976764931507,252.0232350684928
2022-12-13,4019.65,4283.0,4020.641146575343,262.3588534246569
2022-12-12,3990.56,4253.0,3991.8719649315067,261.1280350684933
2022-12-09,3934.38,4196.0,3936.6436158904116,259.35638410958836
2022-12-08,3963.51,4220.0,3966.116143561644,253.8838564383559
2022-12-07,3933.92,4190.0,3936.8300230136992,253.16997698630075
2022-12-06,3941.26,4209.0,3944.499391780822,264.50060821917805
2022-12-05,3998.84,4269.0,4002.4553895890417,266.5446104109583
2022-12-02,4071.7,4342.0,4076.385243835616,265.61475616438383
2022-12-01,4076.57,4351.0,4081.5959082191785,269.40409178082155
2022-11-30,4080.11,4356.0,4085.4756241095893,270.52437589041074
2022-11-29,3957.63,4235.0,3963.1598391780826,271.8401608219174
2022-11-28,3963.94,4244.5,3969.804459178082,274.6955408219178
2022-11-25,4026.12,4315.0,4033.069193424658,281.9308065753421
2022-11-23,4027.26,4315.0,4034.8731764383565,280.1268235616435
2022-11-22,4003.58,4286.0,4011.477472876712,274.522527123288
2022-11-21,3949.94,4233.0,3958.0563150684934,274.9436849315066
2022-11-18,3965.34,4239.0,3974.4657139726028,264.53428602739723
2022-11-17,3946.56,4219.0,3955.9668690410963,263.0331309589037
2022-11-16,3958.79,4232.0,3968.5514,263.44860000000017
2022-11-15,3991.73,4264.0,4001.900709315069,262.099290684931
2022-11-14,3957.25,4230.0,3967.658109589041,262.34189041095897
2022-11-11,3992.93,4264.0,4004.4165109589044,259.5834890410956
2022-11-10,3956.37,4210.0,3968.0765194520545,241.92348054794547
2022-11-09,3748.57,4034.0,3759.969760821918,274.03023917808196
2022-11-08,3828.11,4115.0,3840.0662887671233,274.9337112328767
2022-11-07,3806.8,4087.0,3819.0026191780826,267.99738082191743
2022-11-04,3770.55,4051.0,3783.566145205479,267.4338547945208
2022-11-03,3719.89,4000.0,3733.0370084931506,266.96299150684945
2022-11-02,3759.69,4041.0,3773.2866871232873,267.71331287671273
2022-11-01,3856.1,4140.5,3870.362287671233,270.13771232876707
2022-10-31,3871.98,4151.0,3886.619266849315,264.38073315068505
2022-10-28,3901.06,4176.0,3916.7711183561646,259.2288816438354
2022-10-27,3807.3,4083.0,3822.9464383561644,260.05356164383556
2022-10-26,3830.6,4106.0,3846.6570356164384,259.3429643835616
2022-10-25,3859.11,4135.0,3875.6037304109586,259.39626958904137
2022-10-24,3797.34,4068.0,3813.881837260274,254.1181627397259
2022-10-21,3752.75,4022.0,3770.022931506849,251.9770684931509
2022-10-20,3665.78,3934.0,3682.9539282191786,251.04607178082142
2022-10-19,3695.16,3966.0,3712.775283287671,253.22471671232915
2022-10-18,3719.98,3991.0,3738.019355068493,252.98064493150696
2022-10-17,3677.95,3947.0,3696.087835616438,250.91216438356196
2022-10-14,3583.07,3853.0,3601.6234309589045,251.37656904109554
2022-10-13,3669.91,3928.0,3689.2147320547942,238.78526794520576
2022-10-12,3577.03,3833.0,3596.140160273973,236.85983972602708
2022-10-11,3588.84,3844.0,3608.308227945205,235.6917720547949
2022-10-10,3612.39,3871.0,3632.2828873972603,238.7171126027397
2022-10-07,3639.66,3900.0,3660.6005095890405,239.39949041095952
2022-10-06,3744.52,3985.0,3766.3715824657534,218.62841753424664
2022-10-05,3783.28,4022.0,3805.668725479452,216.33127452054805
2022-10-04,3790.93,4031.0,3813.67558,217.32441999999992
2022-10-03,3678.43,3914.0,3700.802916712328,213.19708328767183
2022-09-30,3585.62,3824.0,3608.3125539726025,215.68744602739753
2022-09-29,3640.47,3877.0,3663.808903561644,213.191096438356
2022-09-28,3719.04,3956.0,3743.1882871232874,212.8117128767126
2022-09-27,3647.29,3896.0,3671.272180821918,224.72781917808197
2022-09-26,3655.04,3906.0,3679.3735539726026,226.62644602739738
2022-09-23,3693.23,3946.0,3718.7284646575345,227.27153534246554
2022-09-22,3757.99,4010.0,3784.244450684931,225.75554931506895
2022-09-21,3789.93,4044.0,3816.7190942465754,227.28090575342458
2022-09-20,3855.93,4109.0,3883.502540547945,225.49745945205495
2022-09-19,3899.89,4154.0,3928.097423561644,225.90257643835594
2022-09-16,3873.33,4126.0,3873.33,252.67000000000007
2022-09-15,3901.35,4155.0,3901.67065890411,253.32934109588996
2022-09-14,3946.01,4201.0,3946.6586591780824,254.34134082191758
2022-09-13,3932.69,4185.0,3933.6597043835623,251.34029561643774
2022-09-12,4110.41,4347.0,4111.761367671233,235.23863232876738
2022-09-09,4067.36,4302.0,4069.700124931507,232.29987506849284
2022-09-08,4006.18,4237.0,4008.814200547945,228.1857994520551
2022-09-07,3979.87,4206.0,3982.814013424658,223.1859865753422
2022-09-06,3908.19,4136.0,3911.402210958904,224.5977890410959
2022-09-02,3924.26,4149.0,3928.775586849315,220.224413150685
2022-09-01,3966.85,4205.0,3971.7406369863015,233.25936301369848
2022-08-31,3955.0,4193.0,3960.2010958904107,232.79890410958933
2022-08-30,3986.16,4214.0,3991.729703013699,222.27029698630122
2022-08-29,4030.61,4263.0,4036.5730942465752,226.42690575342476
2022-08-26,4057.66,4290.0,4064.663632328767,225.3363676712329
2022-08-25,4199.12,4434.0,4206.712929315068,227.28707068493168
2022-08-24,4140.77,4375.0,4148.597756986303,226.40224301369744
2022-08-23,4128.73,4362.0,4136.8743441095885,225.1256558904115
2022-08-22,4137.99,4373.0,4146.492719178083,226.50728082191745
2022-08-19,4228.48,4463.0,4238.211296438356,224.78870356164407
2022-08-18,4283.74,4519.0,4293.950558356164,225.04944164383596
2022-08-17,4274.04,4510.0,4284.578728767123,225.4212712328772
2022-08-16,4305.2,4530.0,4316.16941369863,213.8305863013702
2022-08-15,4297.14,4520.0,4308.442066849315,211.55793315068513
2022-08-12,4280.15,4503.0,4292.462760273973,210.5372397260271
2022-08-11,4207.27,4423.0,4219.718908493151,203.2810915068494
2022-08-10,4210.24,4423.0,4223.043743561644,199.95625643835592
2022-08-09,4122.47,4343.0,4135.345659726027,207.6543402739726
2022-08-08,4140.06,4350.0,4153.330877260275,196.66912273972503
2022-08-05,4145.19,4355.0,4159.499423013698,195.5005769863019
2022-08-04,4151.94,4344.0,4166.6139797260275,177.38602027397246
2022-08-03,4155.17,4349.0,4170.196916164384,178.80308383561623
2022-08-02,4091.19,4296.0,4106.321798630137,189.67820136986302
2022-08-01,4118.63,4301.0,4134.201806575343,166.79819342465726
2022-07-29,4130.29,4304.0,4146.924318630137,157.07568136986265
2022-07-28,4072.43,4243.0,4089.1660136986297,153.83398630137026
2022-07-27,4023.61,4194.0,4040.476091232877,153.52390876712298
2022-07-26,3921.05,4094.0,3937.8084602739723,156.1915397260277
2022-07-25,3966.84,4142.0,3984.120207123288,157.87979287671214
2022-07-22,3961.63,4136.0,3979.864351780822,156.13564821917817
2022-07-21,3998.95,4189.0,4017.684806849315,171.315193150685
2022-07-20,3959.9,4151.0,3978.777331506849,172.2226684931511
2022-07-19,3936.69,4125.0,3955.7802501369865,169.21974986301348
2022-07-18,3830.85,4009.0,3849.741863013698,159.2581369863019
2022-07-15,3863.16,4041.0,3883.16376,157.8362400000001
2022-07-14,3790.38,3959.0,3810.3184372602736,148.68156273972636
2022-07-13,3801.78,3970.0,3822.090879452055,147.9091205479449
2022-07-12,3818.8,3984.0,3839.515682191781,144.4843178082192
2022-07-11,3854.43,4028.0,3875.6557652054794,152.34423479452062
2022-07-08,3899.38,4086.5,3921.8147890410955,164.68521095890446
2022-07-07,3902.62,4078.5,3925.3941934246573,153.10580657534274
2022-07-06,3845.08,4014.0,3867.834446027397,146.165553972603
2022-07-05,3831.39,3988.0,3854.3783399999998,133.62166000000025
2022-07-01,3825.33,3985.0,3849.539622739726,135.46037726027407
2022-06-30,3785.38,3958.0,3809.6479156164387,148.3520843835613
2022-06-29,3818.83,4002.0,3843.626238630137,158.37376136986313
2022-06-28,3821.55,4022.0,3846.678000000001,175.3219999999992
2022-06-27,3900.11,4086.0,3926.075115890411,159.92488410958913
2022-06-24,3911.74,4098.0,3938.747081643836,159.25291835616417
2022-06-23,3795.73,3981.0,3822.2481136986303,158.75188630136972
2022-06-22,3759.89,3950.0,3786.466756712329,163.5332432876712
2022-06-21,3764.79,3971.0,3791.710827123288,179.2891728767122
2022-06-17,3674.84,3876.0,3674.84,201.15999999999985
2022-06-16,3666.77,3885.0,3667.0713783561646,217.9286216438354
2022-06-15,3789.99,4013.0,3790.613012054794,222.38698794520587
2022-06-14,3735.48,3973.0,3736.401077260274,236.59892273972582
2022-06-13,3749.63,3983.0,3750.8627550684932,232.13724493150676
2022-06-10,3900.86,4123.0,3903.1043304109594,219.8956695890406
2022-06-09,4017.82,4215.0,4020.4618542465755,194.5381457534245
2022-06-08,4115.77,4314.0,4118.814542191782,195.18545780821842
2022-06-07,4160.68,4359.0,4164.099736986302,194.90026301369835
2022-06-06,4121.43,4321.0,4125.156224383562,195.8437756164376
2022-06-03,4108.54,4297.0,4113.267635068493,183.7323649315067
2022-06-02,4176.82,4365.0,4181.969504109589,183.03049589041075
2022-06-01,4101.23,4288.0,4106.623398356164,181.37660164383578
2022-05-31,4132.15,4314.0,4137.923689041096,176.0763109589043
2022-05-27,4158.24,4322.0,4165.417236164384,156.58276383561588
2022-05-26,4057.84,4221.0,4065.177464109589,155.82253589041102
2022-05-25,3978.73,4141.0,3986.2514347945207,154.74856520547928
2022-05-24,3941.48,4104.0,3949.2549742465753,154.74502575342467
2022-05-23,3973.75,4134.0,3981.9152397260277,152.08476027397228
2022-05-20,3901.36,4074.0,3910.3384723287672,163.66152767123276
2022-05-19,3900.79,4083.0,3910.087773424658,172.91222657534217
2022-05-18,3923.68,4114.0,3933.35482739726,180.64517260273988
2022-05-17,4088.85,4279.0,4099.268165753425,179.7318342465751
2022-05-16,4008.01,4186.0,4018.551615342466,167.448384657534
2022-05-13,4023.89,4201.0,4035.4655739726027,165.53442602739733
2022-05-12,3930.08,4106.0,3941.7087298630136,164.29127013698644
2022-05-11,3935.18,4126.0,3947.1472597260276,178.85274027397236
2022-05-10,4001.05,4193.0,4013.546430136986,179.45356986301385
2022-05-09,3991.24,4183.0,4004.0338378082192,178.96616219178077
2022-05-06,4123.34,4326.0,4137.573995616438,188.42600438356203
2022-05-05,4146.87,4341.0,4161.52606109589,179.47393890410967
2022-05-04,4300.17,4513.0,4315.721299726028,197.2787002739724
2022-05-03,4175.48,4388.0,4190.923556164384,197.07644383561637
2022-05-02,4155.38,4368.0,4171.090751780822,196.90924821917815
2022-04-29,4131.93,4356.0,4148.570923561644,207.42907643835588
2022-04-28,4287.5,4501.0,4305.119863013699,195.8801369863013
2022-04-27,4183.96,4401.0,4201.498243287671,199.50175671232864
2022-04-26,4175.2,4372.0,4193.0446904109585,178.95530958904146
2022-04-25,4296.12,4512.0,4314.834604931507,197.16539506849313
2022-04-22,4271.78,4503.0,4291.441891506849,211.55810849315094
2022-04-21,4393.66,4625.0,4414.243996164383,210.75600383561687
2022-04-20,4459.45,4683.0,4480.708747945205,202.29125205479522
2022-04-19,4462.21,4686.25,4483.848662191781,202.40133780821907
2022-04-18,4391.69,4599.25,4413.347649315067,185.90235068493257
2022-04-14,4392.59,4599.0,4415.696226849314,183.30377315068563
2022-04-13,4446.59,4638.0,4470.345754794521,167.65424520547913
2022-04-12,4397.45,4588.0,4421.304660273972,166.69533972602767
2022-04-11,4412.53,4626.75,4436.829137808219,189.92086219178145
2022-04-08,4488.28,4711.75,4514.102980821917,197.6470191780827
2022-04-07,4500.21,4704.5,4526.471499452055,178.02850054794544
2022-04-06,4481.15,4694.5,4507.668586301369,186.83141369863097
2022-04-05,4525.12,4739.5,4552.2707199999995,187.22928000000047
2022-04-04,4582.64,4778.5,4610.512495342466,167.98750465753437
2022-04-01,4545.86,4739.5,4574.629689315068,164.8703106849316
2022-03-31,4530.41,4725.0,4559.454272328768,165.54572767123227
2022-03-30,4602.45,4797.25,4632.3344013698625,164.91559863013754
2022-03-29,4631.6,4832.25,4662.054356164384,170.19564383561556
2022-03-28,4575.52,4772.0,4605.981681095891,166.01831890410904
2022-03-25,4543.06,4734.0,4574.42578410959,159.57421589041041
2022-03-24,4520.16,4686.0,4551.7392,134.26080000000002
2022-03-23,4456.24,4618.0,4487.738901917808,130.2610980821919
2022-03-22,4511.61,4688.0,4543.871101643836,144.12889835616443
2022-03-21,4461.18,4618.0,4493.447164931507,124.55283506849264
2022-03-18,4463.12,4597.0,4463.12,133.8800000000001
2022-03-17,4411.67,4544.5,4412.032603013699,132.46739698630063
2022-03-16,4357.86,4492.5,4358.576360547945,133.92363945205489
2022-03-15,4262.45,4379.0,4263.501015068494,115.49898493150613
2022-03-14,4173.11,4290.0,4174.481981369862,115.5180186301377
2022-03-11,4204.31,4305.0,4206.728918082193,98.27108191780735
2022-03-10,4259.52,4360.0,4262.320780273973,97.67921972602744
2022-03-09,4277.88,4379.0,4281.044459178082,97.95554082191757
2022-03-08,4170.7,4258.0,4174.12797260274,83.87202739726035
2022-03-07,4201.09,4273.0,4204.8882457534255,68.11175424657449
2022-03-04,4328.87,4408.0,4333.851165479452,74.14883452054801
2022-03-03,4363.49,4439.5,4368.869645205479,70.63035479452083
2022-03-02,4386.54,4459.5,4392.308600547945,67.19139945205461
2022-03-01,4306.26,4344.5,4312.276966027398,32.223033972602025
2022-02-28,4373.94,4434.0,4380.411034520547,53.58896547945278
2022-02-25,4384.65,4469.25,4392.218026027397,77.03197397260283
2022-02-24,4288.7,4371.25,4296.454909589041,74.79509041095935
2022-02-23,4225.5,4316.25,4233.487931506849,82.76206849315076
2022-02-22,4304.76,4395.75,4313.251581369863,82.49841863013717
2022-02-18,4348.87,4430.75,4358.878358356164,71.87164164383557
2022-02-17,4380.26,4472.75,4390.700619726028,82.04938027397202
2022-02-16,4475.01,4569.75,4486.044271232877,83.70572876712322
2022-02-15,4471.07,4565.75,4482.462041369863,83.28795863013693
2022-02-14,4401.67,4499.0,4413.246995068493,85.75300493150735
2022-02-11,4418.64,4511.0,4431.3511561643845,79.64884383561548
2022-02-10,4504.1,4599.25,4517.4272,81.82279999999992
2022-02-09,4587.2,4664.25,4601.1501150684935,63.099884931506494
2022-02-08,4521.5,4597.25,4535.621945205479,61.62805479452072
2022-02-07,4483.9,4555.25,4498.273049315068,56.97695068493158
2022-02-04,4500.5,4577.25,4516.035972602739,61.21402739726091
2022-02-03,4477.4,4529.25,4493.224235616438,36.02576438356209
2022-02-02,4589.4,4638.75,4605.99728219178,32.75271780822004
2022-02-01,4546.5,4602.75,4563.3158219178085,39.434178082191465
